key,environment,family,difficulty,trajectory,start,frames,split,depth_median_m,depth_max_m,depth_masked_columns,flow_valid_share,boundary_share,lum_mean,step_m_median,sha256
AbandonedSchool/hard/P000/000629,AbandonedSchool,AbandonedSchool,hard,P000,629,32,train,25.9141,40864.0,0,0.8822,0.5059,0.5827,0.1528,34da1e2c3821ffe4af4f84a50f7ac8f3c8e7feb70f5f41469ec8479a2ed9171f
AbandonedSchool/hard/P001/000184,AbandonedSchool,AbandonedSchool,hard,P001,184,32,train,2.5801,18.16,0,0.9241,0.2835,0.2764,0.2907,6f4dddaa1ffcc7f650f27807e72e5cdb76a4bbfa9e1c9d442c102f2062f81708
AbandonedSchool/hard/P001/000582,AbandonedSchool,AbandonedSchool,hard,P001,582,32,train,2.2305,29.95,0,0.9218,0.1418,0.2212,0.1565,09d3a31d7610a95b40e516f08ff14d5486b9b7f6db7d7d89690f9df1b9ee6d14
AbandonedSchool/hard/P002/000251,AbandonedSchool,AbandonedSchool,hard,P002,251,32,train,2.5273,22.8,0,0.8841,0.498,0.1343,0.2982,ebc273141270346a3b57a208529acf47d68e6e9a9deaee70d398f0cbfeed8592
AbandonedSchool/hard/P002/000786,AbandonedSchool,AbandonedSchool,hard,P002,786,32,train,1.832,31872.0,0,0.8622,0.3102,0.321,0.1833,b15848c22521fde12de6cde5d6a3e1c1bf3e342ca0148ead170aeb40fcc6043c
AbandonedSchool/hard/P003/000252,AbandonedSchool,AbandonedSchool,hard,P003,252,32,train,3.1328,69.31,0,0.8753,0.3979,0.3195,0.4269,338d6208d089c166daba10aa94d7ea242cc7ea1820f7a971537788149f6bcccc
AbandonedSchool/hard/P003/000787,AbandonedSchool,AbandonedSchool,hard,P003,787,32,train,5.1934,22.88,0,0.9206,0.5975,0.2257,0.3683,d08d28683e3df270669de20f6da5d46e43fda2deb4026c2f8a1805e80ef80328
AbandonedSchool/hard/P004/000198,AbandonedSchool,AbandonedSchool,hard,P004,198,32,train,1.1777,40032.0,0,0.949,0.1368,0.4415,0.1367,8cee7fdedceb25946e44fee2f6099b55587f0641c44d4453aedbe3ae09411a68
AbandonedSchool/hard/P004/000628,AbandonedSchool,AbandonedSchool,hard,P004,628,32,train,3.0742,47.06,0,0.9443,0.0938,0.099,0.1932,7ebf594178ecb97157c5afa27da8553f97fb9b70fa31ad40a82e50dfbce1640a
AbandonedSchool/hard/P005/000211,AbandonedSchool,AbandonedSchool,hard,P005,211,32,train,2.834,6.46,0,0.9658,0.1869,0.2512,0.1438,269340bf2c8c71617910fd7be22f21434245bc9735d0797f19d9cc7686818d18
AbandonedSchool/hard/P005/000664,AbandonedSchool,AbandonedSchool,hard,P005,664,32,train,3.0254,37824.0,0,0.8601,0.3587,0.3539,0.2352,7e338b92cbe6de3601ecc7697f79c5b66306043a52593876d7623b134a6274bc
AbandonedSchool/hard/P006/000302,AbandonedSchool,AbandonedSchool,hard,P006,302,32,train,2.002,13.41,0,0.882,0.4655,0.0823,0.2953,9a6356698344b78cc101511e862c38a1d7712f87eb94fd98a0fd83f28ebad65d
AbandonedSchool/hard/P006/000936,AbandonedSchool,AbandonedSchool,hard,P006,936,32,train,3.6426,70.62,0,0.968,0.1224,0.1254,0.1589,0b641c1341208da944c545f3f542be1f741545cb3b6a73d287255bb49f64fc9c
AbandonedSchool/hard/P007/000267,AbandonedSchool,AbandonedSchool,hard,P007,267,32,train,2.0996,8.91,0,0.9489,0.0524,0.1103,0.1794,e36e69fea44dadf27e60f268e40642514bafa4eba3bdee436c539001a9d50638
AbandonedSchool/hard/P007/000832,AbandonedSchool,AbandonedSchool,hard,P007,832,32,train,4.6758,38752.0,0,0.9283,0.1826,0.1087,0.3554,75d0b7c0adad1da87b03f3d421f3e71e414914936e7106d82c82db30d19dd37f
AbandonedSchool/hard/P008/000170,AbandonedSchool,AbandonedSchool,hard,P008,170,32,train,3.4844,77.56,0,0.9196,0.4755,0.2643,0.3065,211430225d8ff209308cc8ceef4157a5128aaf99946785f4061317b23360bcd1
AbandonedSchool/hard/P008/000542,AbandonedSchool,AbandonedSchool,hard,P008,542,32,train,3.7676,9.87,0,0.9458,0.6883,0.2006,0.1197,01fe52c962c21676d385630f8ec08e103461ecc84865bd82f4ec87f791c0d0de
AbandonedSchool/hard/P009/000107,AbandonedSchool,AbandonedSchool,hard,P009,107,32,train,2.0527,41.16,0,0.9343,0.3388,0.1818,0.2335,89f433507f17ead5e42c7181d00372549161afe4459c0211566cc82173f6afb5
AbandonedSchool/hard/P009/000354,AbandonedSchool,AbandonedSchool,hard,P009,354,32,train,3.4775,11.91,0,0.952,0.1989,0.2063,0.1255,ce7bc12e5e39d5e65609499c279b2718eedc08b13f55915d26858334f85a28cd
AmericanDiner/easy/P000/000055,AmericanDiner,AmericanDiner,easy,P000,55,32,train,2.2559,8.55,0,0.9384,0.3753,0.6411,0.2056,b79984f0fdc9663f384e6cc60ee9eecf068da58842390c837a21148007dd8940
AmericanDiner/easy/P000/000197,AmericanDiner,AmericanDiner,easy,P000,197,32,train,3.1816,7.98,0,0.9451,0.5106,0.6361,0.1388,533f776c87580a623d79333480a59fef92a89b389f1e9b0820d1c6b8acc9871e
AmericanDiner/easy/P002/000083,AmericanDiner,AmericanDiner,easy,P002,83,32,train,1.3857,11.43,0,0.9357,0.3187,0.4648,0.0815,deee072ddf7c955f0e1a2d40be2750a9324f27c9638477571e4cb3dd2a1de38d
AmericanDiner/easy/P002/000280,AmericanDiner,AmericanDiner,easy,P002,280,32,train,2.7676,5.24,0,0.9821,0.5017,0.4963,0.0714,d4a6ba475d3e6830bd3f1c287b7992e5ce9b1f7ce9382d9212b93a4a26055e08
AmericanDiner/easy/P003/000088,AmericanDiner,AmericanDiner,easy,P003,88,32,train,2.3535,5.32,0,0.9352,0.4681,0.4954,0.2129,fac3f1198aeabe3e3cff26f7696cab0e067fe2bc6f0a7e326c57931cfb65a7ee
AmericanDiner/easy/P003/000295,AmericanDiner,AmericanDiner,easy,P003,295,32,train,3.4512,10.41,0,0.9807,0.6734,0.5622,0.0839,37d550a994785ff7a4901cb052d9d1ccd08f89924b27568d2d8dd2435bc199aa
AmericanDiner/easy/P004/000080,AmericanDiner,AmericanDiner,easy,P004,80,32,train,2.5762,4.18,0,0.9634,0.6148,0.7101,0.0925,e51c362753ed662f7815eadf71f41dae30108bffed12b5487cd62a18f795ef61
AmericanDiner/easy/P004/000271,AmericanDiner,AmericanDiner,easy,P004,271,32,train,3.0332,6.14,0,0.9824,0.5408,0.6968,0.0933,c3eaf33f104fd01022a29945d97769455786ce468f81460d49bc4f84edc6c020
AmericanDiner/easy/P005/000070,AmericanDiner,AmericanDiner,easy,P005,70,32,train,2.9912,10.9,0,0.9492,0.5918,0.5986,0.1067,609268bb07730df52225119f43df4551b11d3ccbee71fd2fbbd24cd28ece58ba
AmericanDiner/easy/P005/000240,AmericanDiner,AmericanDiner,easy,P005,240,32,train,2.668,10.76,0,0.9922,0.4782,0.5465,0.0947,be9570dedc7e44bd41c877936b48cca03cf3c82b6f3865c0fba4f9d3758e59b1
AmericanDiner/hard/P000/000034,AmericanDiner,AmericanDiner,hard,P000,34,32,train,2.5391,11.42,0,0.9405,0.5281,0.6937,0.2506,78f580fd8c7228c60349ccc0d1dd24256c626835d41119ea6d4aa9ee044d30e6
AmericanDiner/hard/P000/000135,AmericanDiner,AmericanDiner,hard,P000,135,32,train,1.6543,3.78,0,0.8533,0.4749,0.5515,0.2535,40b23a11243b1c791f03cde086286df09cebb5b1d2455244d7928bab138f75f1
AmericanDiner/hard/P002/000038,AmericanDiner,AmericanDiner,hard,P002,38,32,train,1.9229,9.03,0,0.8464,0.4023,0.5081,0.3141,2ccd2ed1cc206101177b2a17a30c265ea8917872c8b3af51089ca82eb73435b3
AmericanDiner/hard/P002/000144,AmericanDiner,AmericanDiner,hard,P002,144,32,train,1.7002,6.34,0,0.9152,0.4227,0.8089,0.2081,432af994eaa0082e183c8a09942d39ed900e1e58c815245353312ccf4edf6ee3
AmericanDiner/hard/P003/000056,AmericanDiner,AmericanDiner,hard,P003,56,32,train,3.0039,13.36,0,0.9429,0.5392,0.6867,0.1573,120bba58eb0f65e6173537ce18fd6e5ad74f819b5b892f5a10a3e64e3c3b4a8f
AmericanDiner/hard/P003/000198,AmericanDiner,AmericanDiner,hard,P003,198,32,train,3.5449,7.86,0,0.9399,0.6115,0.5088,0.1927,0dc4d09331a5ce5547a52fd495db5013a73a134cb8755796ac31eed5d5922619
AmericanDiner/hard/P004/000034,AmericanDiner,AmericanDiner,hard,P004,34,32,train,2.2988,6.59,0,0.9099,0.4492,0.7537,0.1791,1622f5397df557d9afa381b3737563d1eab3e890e02694dd74ff3a1886ab2d70
AmericanDiner/hard/P004/000134,AmericanDiner,AmericanDiner,hard,P004,134,32,train,2.2764,7.56,0,0.9183,0.4824,0.7704,0.2439,2dde6bd436988078d55f9aed8ac1731c5867a725be6a1d43c2b4b3f164eb71b6
AmericanDiner/hard/P005/000031,AmericanDiner,AmericanDiner,hard,P005,31,32,train,2.5273,11.63,0,0.9303,0.5553,0.6133,0.2203,3db8ca7bc93291cfa0be1fd7b2f7fefbbe9b505a8e977491753f3eef2544be99
AmericanDiner/hard/P005/000124,AmericanDiner,AmericanDiner,hard,P005,124,32,train,2.0918,9.45,0,0.8557,0.3422,0.3957,0.2269,74ee6bbc7af0de916e104f3050972e744ec60cd36b4d9047b80fd11f30474a8a
AmusementPark/easy/P000/000372,AmusementPark,AmusementPark,easy,P000,372,32,train,6.7461,342.0,0,0.9731,0.7565,0.5714,0.2756,e3a4df518b4a218907a3ad39dcf83a09c67e245428792e9ab60203de4360139a
AmusementPark/easy/P000/001150,AmusementPark,AmusementPark,easy,P000,1150,32,train,59.5,449.0,0,0.9375,0.8464,0.7035,0.0693,f96111ffa341b1ce8d2f55d056090785e5f1a56eb2c3c419ecc3aecc1703991d
AmusementPark/easy/P001/000236,AmusementPark,AmusementPark,easy,P001,236,32,train,17.5859,400.75,0,0.8899,0.8243,0.6762,0.3646,c4e91c3354992d15c6f4541ea80aeb627b7f58993ad17c740e677b77163d918d
AmusementPark/easy/P001/000741,AmusementPark,AmusementPark,easy,P001,741,32,train,14.3125,414.75,0,0.8921,0.6795,0.7068,0.1707,679cb712ec7ae9e1294192d7f152ee35dac1e763312db797f0da040f31464bf9
AmusementPark/easy/P002/000253,AmusementPark,AmusementPark,easy,P002,253,32,train,9.4766,357.0,0,0.97,0.8718,0.552,0.2336,702ef3945fa22ed9be9ff33f9986f5516d7a9b88bbafef98311ecd0f973d9e21
AmusementPark/easy/P002/000790,AmusementPark,AmusementPark,easy,P002,790,32,train,10.4219,396.5,0,0.9001,0.9287,0.5336,0.074,21e2d5592b994231f3b9db5d91bd1729d754fe498e97d48a052408dab661538f
AmusementPark/easy/P003/000372,AmusementPark,AmusementPark,easy,P003,372,32,train,34.7656,435.75,0,0.9308,0.8297,0.6893,0.1149,0323b5df13c4e9a1e587b1d48f06617e1cbe38264c2b099670fa3167e31f0699
AmusementPark/easy/P003/001146,AmusementPark,AmusementPark,easy,P003,1146,32,train,15.2344,423.75,0,0.8688,0.848,0.6714,0.2198,694fa3a585f624fac0733b8a2e7111ff3b8e896d9576e8dd987f07f0c79763c8
AmusementPark/easy/P004/000181,AmusementPark,AmusementPark,easy,P004,181,32,train,32.5312,395.5,0,0.8836,0.8597,0.5879,0.3503,0ad77f27f77b369cfcaded62994e523b2788b8b84dcbc834b24f6f5b80a4aa85
AmusementPark/easy/P004/000574,AmusementPark,AmusementPark,easy,P004,574,32,train,21.6562,394.5,0,0.867,0.9305,0.5858,0.2323,8b8ef42b90b63216571b0a7f63538bc2c8076aa21b08c98aa8e3d4a2fe65416c
AmusementPark/easy/P005/000202,AmusementPark,AmusementPark,easy,P005,202,32,train,23.2109,412.75,0,0.8728,0.8609,0.6586,0.3248,d3c951fc0f38ec382b014e1ca9ae9fcb05029b0891274ffe5772f3a15bf5bda5
AmusementPark/easy/P005/000636,AmusementPark,AmusementPark,easy,P005,636,32,train,52.25,437.0,0,0.9064,0.8039,0.6729,0.1086,dc6e2f7446cdd78ee868a066987157e2b6c84ce78c5a58b60522905b7eacee74
AmusementPark/easy/P006/000245,AmusementPark,AmusementPark,easy,P006,245,32,train,43.2188,407.25,0,0.9008,0.7788,0.714,0.298,3a66bcb051516de526f28d3f50b844ad2af4595d0f015d410df1f5c4bf245334
AmusementPark/easy/P006/000768,AmusementPark,AmusementPark,easy,P006,768,32,train,32.5469,448.5,0,0.8464,0.8792,0.6395,0.3709,685866876f9ee8ae3f5b4f7846da8b67d3e8288794bd02f69c64ac7da8dc6b4b
AmusementPark/easy/P007/000264,AmusementPark,AmusementPark,easy,P007,264,32,train,9.4688,391.25,0,0.8267,0.9562,0.5385,0.446,e3efe5bd46622f1e4ec4a98dca2e328312f2eadbb0771130c8d5f122be8b9f7d
AmusementPark/easy/P007/000825,AmusementPark,AmusementPark,easy,P007,825,32,train,20.2891,415.25,0,0.8572,0.8858,0.6065,0.2814,f55cbbe0d33f5087423dba0995f8858e8320d03adcc1c7eaf1bdda500d963b6c
AmusementPark/hard/P000/000220,AmusementPark,AmusementPark,hard,P000,220,32,train,51.75,421.0,0,0.881,0.6836,0.7756,0.3224,191ea23bf9165b54e63e01282a402f19e305cccc736e359beecefcf1b9be8555
AmusementPark/hard/P000/000693,AmusementPark,AmusementPark,hard,P000,693,32,train,34.7812,392.25,0,0.86,0.7199,0.6628,0.1701,6f833a65852da81c5f2914c90517a51768fe28b0ecb2c99118de940f24f4cc6f
AmusementPark/hard/P001/000170,AmusementPark,AmusementPark,hard,P001,170,32,train,6.6094,397.5,0,0.8779,0.9103,0.6605,0.1354,b28930f7f9fe6e9347de96367e00aefe1956fab5b0771deda7464cf1d1350161
AmusementPark/hard/P001/000542,AmusementPark,AmusementPark,hard,P001,542,32,train,8.6211,414.75,0,0.8979,0.7734,0.6023,0.1502,19f85b976853b24be02b659551e34806cc1f77e75197b066baceb0456d38df9c
AmusementPark/hard/P002/000139,AmusementPark,AmusementPark,hard,P002,139,32,train,320.0,421.25,0,0.8972,0.5156,0.8876,0.4889,98a73005c6a924789537e6a39c8ee2d8dba793f69e34089bb8128a633a8161f8
AmusementPark/hard/P002/000448,AmusementPark,AmusementPark,hard,P002,448,32,train,32.1562,416.25,0,0.8543,0.7794,0.7599,0.5625,a87d492985a2363ff28c663cfd3c6efe50ece4102b78e11178638b969e3be1b7
AmusementPark/hard/P003/000241,AmusementPark,AmusementPark,hard,P003,241,32,train,4.1875,330.75,0,0.9142,0.7415,0.4927,0.2297,12d4593df63b4cb7ce43c3145c83e5ba36231c184f5859944a327bb31cb202ea
AmusementPark/hard/P003/000754,AmusementPark,AmusementPark,hard,P003,754,32,train,7.1133,387.75,0,0.8469,0.8948,0.5117,0.3619,14dfc37eb02ae083f6bc34a98feac74e47f660a405b7746b5813188bd6a0ae16
AmusementPark/hard/P004/000104,AmusementPark,AmusementPark,hard,P004,104,32,train,28.8125,396.0,0,0.8692,0.7767,0.7246,0.2214,d50fad0a3e18d6b93dc23277f6a8a3c27ff3277d18ccdc89273873a05f107b6a
AmusementPark/hard/P004/000344,AmusementPark,AmusementPark,hard,P004,344,32,train,51.2188,427.5,0,0.883,0.7199,0.7633,0.2715,6ad95c35c9efa46ce2d641e61255b70b7eea0f50ad789f16388c72926c7ce6b7
AmusementPark/hard/P005/000141,AmusementPark,AmusementPark,hard,P005,141,32,train,306.5,406.75,0,0.9212,0.5919,0.8539,0.1611,44a4df64f09a2b049bbdfc47bbfbb3f16871ce3f77100a60a81e8d484cdd4b71
AmusementPark/hard/P005/000454,AmusementPark,AmusementPark,hard,P005,454,32,train,289.75,420.5,0,0.8935,0.5935,0.8274,0.3444,0dd22c54512ae8fc435d9d0575480a73d47f05edb0668775ddb7592e89b188e1
AmusementPark/hard/P006/000144,AmusementPark,AmusementPark,hard,P006,144,32,train,10.1484,386.0,0,0.9163,0.8221,0.5675,0.2741,da0f54ed6c7b38133241eb630ec68fdcc83929f29a5e50b712701abd6324f538
AmusementPark/hard/P006/000465,AmusementPark,AmusementPark,hard,P006,465,32,train,19.6562,391.75,0,0.8447,0.7466,0.6227,0.5515,0fb629954fc0566e63300fc33b1917d1023959f2119ce42a4542f7169df51a6f
AmusementPark/hard/P007/000147,AmusementPark,AmusementPark,hard,P007,147,32,train,327.0,433.75,0,0.9004,0.5975,0.815,0.2308,94e6e4b268212590ca460a4b262c689da420a3e7ffbb0e8cb12d98530d4147ef
AmusementPark/hard/P007/000474,AmusementPark,AmusementPark,hard,P007,474,32,train,45.9375,417.5,0,0.8156,0.8027,0.7175,0.4299,c729429533c36d9d2bd1020e39234948a7dc71b8f264085da548d0a04ebf6c3e
AncientTowns/easy/P000/000260,AncientTowns,AncientTowns,easy,P000,260,32,train,3.0566,14448.0,0,0.8777,0.325,0.2792,0.3817,f0b284b35e690685dba65e0765c58cbaab1131d626e28e9a3f0fe342e3374e6f
AncientTowns/easy/P000/000813,AncientTowns,AncientTowns,easy,P000,813,32,train,8.3125,16144.0,0,0.9836,0.5614,0.4994,0.166,1a4da2e58a9228e340901e758dce76c1afbdffe487f01b9f544c52c50dd454fb
AncientTowns/easy/P001/000282,AncientTowns,AncientTowns,easy,P001,282,32,train,5.9336,12928.0,0,0.9736,0.3492,0.2504,0.2644,a547f97d2d56e6598c939efbf0d6ed1ccb0a049fb6bcfff7207d7456b3d5fd45
AncientTowns/easy/P001/000877,AncientTowns,AncientTowns,easy,P001,877,32,train,7.1504,15216.0,0,0.9705,0.6166,0.5544,0.2137,eb4e2ff9060dd7e9ccac3f85ae3dbd947dc3327f8049600ecbcf92e04694069c
AncientTowns/easy/P002/000252,AncientTowns,AncientTowns,easy,P002,252,32,train,5.5312,16304.0,0,0.9734,0.335,0.361,0.2773,f1a8fc76b326e6e6c9d9ddd42ad649cadf8ef938edfa921a2686e32d316ad9df
AncientTowns/easy/P002/000789,AncientTowns,AncientTowns,easy,P002,789,32,train,7.1367,14976.0,0,0.9466,0.4723,0.4381,0.4383,ababd437e49081c48771b8fbe72c591b0d0a8a2ffc12e310df53b3b321b67797
AncientTowns/easy/P003/000141,AncientTowns,AncientTowns,easy,P003,141,32,train,3.3516,16208.0,0,0.9766,0.4219,0.2866,0.1009,82fe651c52f9077aed9320094ffc344ceb020329ba9dd98e610c42d7531bd458
AncientTowns/easy/P003/000454,AncientTowns,AncientTowns,easy,P003,454,32,train,2.541,16216.0,0,0.9118,0.4606,0.2906,0.3226,f5a4418dca21c9c672673435b25c848b8a03a60ed5a90af9cdf4787e00735651
AncientTowns/easy/P004/000208,AncientTowns,AncientTowns,easy,P004,208,32,train,7.0703,14088.0,0,0.9849,0.509,0.4811,0.202,89b6350c637147bfe871dd50c796c0bc8802401e8547a8762a1b7638be34ae40
AncientTowns/easy/P004/000658,AncientTowns,AncientTowns,easy,P004,658,32,train,6.1133,15824.0,0,0.9766,0.4798,0.6218,0.2979,6eea62ef6938118ec0f5e8d204d94c286b9e998eb036cbc7d3b697bbd9c78979
AncientTowns/easy/P005/000214,AncientTowns,AncientTowns,easy,P005,214,32,train,9.8047,16376.0,0,0.9858,0.409,0.5337,0.2772,c4aa6a9d7d78b0712ddb12eb5291961c110009fef05fed52d20f21c14fbdfc09
AncientTowns/easy/P005/000673,AncientTowns,AncientTowns,easy,P005,673,32,train,2.1914,15240.0,0,0.9346,0.3199,0.2924,0.1548,af79190e6422d90b999f6ab0bf2853bcaaac6382a1d01260bf8edfeb858e01d1
AncientTowns/easy/P006/000093,AncientTowns,AncientTowns,easy,P006,93,32,train,2.584,16264.0,0,0.9157,0.5011,0.3618,0.4135,785dc2a5e58e5c79964b21fcc26db324555496ac54370b32c4b4c86f28b585ce
AncientTowns/easy/P006/000311,AncientTowns,AncientTowns,easy,P006,311,32,train,4.9414,15456.0,0,0.9851,0.4523,0.4343,0.0943,75283920eafd7a21c206311bb1f04a632656aa0352c9ebe51cd43bfcecb9a354
AncientTowns/hard/P000/000136,AncientTowns,AncientTowns,hard,P000,136,32,train,9.1484,16328.0,0,0.8843,0.507,0.5903,0.3919,6789dd146203e2b221428791e530b4503809a056e183ea875fc5bfc32c3c0abd
AncientTowns/hard/P000/000441,AncientTowns,AncientTowns,hard,P000,441,32,train,4.5684,15792.0,0,0.8983,0.4502,0.4192,0.7713,89af0562c16061e7f8e1d2137517d3f0a412e09a93498a8d55262a4d1a0bfd54
AncientTowns/hard/P001/000171,AncientTowns,AncientTowns,hard,P001,171,32,train,1.7422,14744.0,0,0.9542,0.0546,0.2482,0.1743,9e62073c8a78846fcf6b4e1dcb17c4ddaf85fe6b4bbaae92944d1ab02c83571e
AncientTowns/hard/P001/000544,AncientTowns,AncientTowns,hard,P001,544,32,train,6.0469,16344.0,0,0.8932,0.4454,0.4532,0.467,ce4e0c415b48de9ed23a5dfd261fdc97387f50e425e9cd40a8fde5faa244984c
AncientTowns/hard/P002/000129,AncientTowns,AncientTowns,hard,P002,129,32,train,10.4062,16360.0,0,0.9607,0.3252,0.6115,0.5123,57cae8719ad6f19d5be85926a9dcf31efab36001081ba478843fc6cf8df601df
AncientTowns/hard/P002/000420,AncientTowns,AncientTowns,hard,P002,420,32,train,6.1758,16336.0,0,0.9169,0.2882,0.5307,0.61,154ab83697570b571fa262ef17ebd33b738df0ac696d282568ebcaf8761540a6
AncientTowns/hard/P003/000086,AncientTowns,AncientTowns,hard,P003,86,32,train,3.2949,12768.0,0,0.9217,0.5261,0.4206,0.3122,325f43afd666d12ecceee486eed2fd4f58bd44150f042833eb00692281087fa8
AncientTowns/hard/P003/000291,AncientTowns,AncientTowns,hard,P003,291,32,train,3.4395,16368.0,0,0.8657,0.3551,0.2958,0.3595,a16f93af2acd4b1b84d6da928cf3e7b8073b8cc89b188b1abb2eb3e01d415fe9
AncientTowns/hard/P004/000120,AncientTowns,AncientTowns,hard,P004,120,32,train,11960.0,16352.0,0,0.896,0.2805,0.7032,0.6925,b314685e0e94d4b6d8739f54ca673eb16294b42d1844e4682178843b8a3a49b4
AncientTowns/hard/P004/000392,AncientTowns,AncientTowns,hard,P004,392,32,train,6.3633,16248.0,0,0.9348,0.4867,0.3413,0.353,1555f71c2aad71c6e0ef663005f9502f8b9668600f18f379f05d05e4374ff084
AncientTowns/hard/P005/000145,AncientTowns,AncientTowns,hard,P005,145,32,train,12968.0,16384.0,0,0.9423,0.2598,0.7808,0.2271,b390fa8503eb6f724673106f7b6262d8abf2296b59a097b332079c1636b8b104
AncientTowns/hard/P005/000466,AncientTowns,AncientTowns,hard,P005,466,32,train,7.1484,16368.0,0,0.9126,0.3099,0.4946,0.2182,7b112606b264eff433a2f047e21a34fe599f7978cfa0ac2b510a52f070a2292d
AncientTowns/hard/P006/000061,AncientTowns,AncientTowns,hard,P006,61,32,train,1.6562,11.16,0,0.8887,0.2802,0.0712,0.198,d6cf59b35f60583264cb0cbc7af8c2f876e9b271f20fcac75136e4a76907cc39
AncientTowns/hard/P006/000214,AncientTowns,AncientTowns,hard,P006,214,32,train,4.2148,12320.0,0,0.9451,0.3806,0.4958,0.4344,3384af08b8e8364360863b0334f565cb356df8353f74e5d1ca884439324ec6b3
Antiquity3D/easy/P000/000357,Antiquity3D,Antiquity3D,easy,P000,357,32,train,12656.0,16352.0,0,0.9666,0.2882,0.4888,0.2238,321122b9f3db04d908c8bfe1b9388ef7f39f8a671ee57efe381e66af4c92f47d
Antiquity3D/easy/P000/001103,Antiquity3D,Antiquity3D,easy,P000,1103,32,train,7.8945,16304.0,0,0.9489,0.4101,0.3242,0.2802,3b53cd7be360eb5bbf17637515ec71e3971ca82f32724234051ba0039edf2973
Antiquity3D/easy/P001/000526,Antiquity3D,Antiquity3D,easy,P001,526,32,train,3.4629,14376.0,0,0.962,0.3151,0.1767,0.1088,a6ea29867268340c23edcc7c88f551a7723eb050a47d0013180467b34d01b83b
Antiquity3D/easy/P001/001608,Antiquity3D,Antiquity3D,easy,P001,1608,32,train,8.4414,16344.0,0,0.9898,0.158,0.4206,0.073,bf8baef36673b39aab7e92176a0744bb12e61a825bf124d0baae8dc3ff6068cb
Antiquity3D/easy/P002/000196,Antiquity3D,Antiquity3D,easy,P002,196,32,train,18.25,16384.0,0,0.9858,0.4701,0.4704,0.1575,71719fde62f142e9cfaf2e33332da8a0edebf9758da9dd27ddde374a405a6019
Antiquity3D/easy/P002/000621,Antiquity3D,Antiquity3D,easy,P002,621,32,train,1.5312,15720.0,0,0.9832,0.1539,0.1709,0.1256,70f13d47e91a49a9c74366e912f247d774c44331525e3663942b201158395088
Antiquity3D/easy/P003/000266,Antiquity3D,Antiquity3D,easy,P003,266,32,train,11.0859,15584.0,0,0.9899,0.5788,0.4545,0.1699,addcd3df645aad1300629efdf7f143764e14475152000080a5d684dfd228708f
Antiquity3D/easy/P003/000830,Antiquity3D,Antiquity3D,easy,P003,830,32,train,13408.0,16384.0,0,0.982,0.2268,0.6225,0.2205,5ed67871b23ee92246da892d53f607c68ca9c939e5412ccd3c6f3a7f85fb9398
Antiquity3D/easy/P004/000340,Antiquity3D,Antiquity3D,easy,P004,340,32,train,12040.0,16368.0,0,0.9681,0.3574,0.4673,0.2081,ec4fcf25f173a8c76e1994c1f8d7facd243e0ff9ee451d216cb26aefefde6c61
Antiquity3D/easy/P004/001052,Antiquity3D,Antiquity3D,easy,P004,1052,32,train,4.6172,13008.0,0,0.9929,0.2854,0.1137,0.1014,db49a891c6b29cffaeee2318e1fa72d81acaa377370e463959b9b182240d4228
Antiquity3D/easy/P005/000474,Antiquity3D,Antiquity3D,easy,P005,474,32,train,12784.0,16360.0,0,0.9918,0.3527,0.4961,0.1039,96a355fae63231a5897e489aa111067a237ba6c25fc3dd7f819df7ca865d4905
Antiquity3D/easy/P005/001453,Antiquity3D,Antiquity3D,easy,P005,1453,32,train,12384.0,16352.0,0,0.9219,0.1794,0.4408,0.2422,c5a8fa863d179082b0391387dab0b8d17cfd9db913af0910f5e9a8112d9a7f92
Antiquity3D/easy/P006/000326,Antiquity3D,Antiquity3D,easy,P006,326,32,train,5.5703,16376.0,0,0.8906,0.4141,0.0133,0.3228,ada273b36c0f57d87c0892c0312901588f8fef0bfce221dfdad723fc8fb9039b
Antiquity3D/easy/P006/001011,Antiquity3D,Antiquity3D,easy,P006,1011,32,train,4.6484,16368.0,0,0.9817,0.2074,0.0146,0.1442,621cbd412d0e342545c5ce83be3951aa58fa26f74d9e34f779fd6489e6557103
Antiquity3D/easy/P007/000467,Antiquity3D,Antiquity3D,easy,P007,467,32,train,13.7617,16328.0,0,0.9806,0.0708,0.026,0.3013,90ae904e9dc69619503fd62d5b285611515bca3f38ff082c2bc1015dbf9e4a8b
Antiquity3D/easy/P007/001434,Antiquity3D,Antiquity3D,easy,P007,1434,32,train,2.3613,15864.0,0,0.9476,0.1797,0.004,0.2407,de9331ba30d4b297e64a732d74505cc9cbc8665805a7566fce493323a13e2096
Antiquity3D/easy/P008/000222,Antiquity3D,Antiquity3D,easy,P008,222,32,train,8.5078,16336.0,0,0.9492,0.5167,0.0113,0.3021,75569e1145d342a16db25c491037e5fc33141b3ee0ae81bf3c28e408e197e2fe
Antiquity3D/easy/P008/000698,Antiquity3D,Antiquity3D,easy,P008,698,32,train,3.4473,14608.0,0,0.9693,0.2488,0.0089,0.1917,30f554afc633698166a24840b524e74597b333775425975715cd741eb671e28b
Antiquity3D/easy/P009/000344,Antiquity3D,Antiquity3D,easy,P009,344,32,train,4.7266,16216.0,0,0.9497,0.2341,0.0095,0.173,766bbf3726551f3a47825e63958ff543f2a264a043818b38ee0b68d7ae9c2abc
